FULL_ID_FACILITIES (COMPOSITION OF: STR + ID_REGION + ID_ASL + ID_FACILITIES + COD_ASSISTANCE_TYPE),ID_FCAILITIES,ID_REGION,ID_ASL,TOWN,ID_TOWN,POSTAL_CODE,FACILITIES_TYPE,ID_ANTI_DRUG_CLINIC,ID_COMMUNITY_CENTER,COMMUNITY_CENTER_TYPE,ID_DIALYSIS_CENTER,ID_DIURNAL_CENTER,DIURNAL_CENTER_TYPE,ID_FAMILY_COUNSELLING,ID_HOSPICE,ID_HOSPITAL,ID_LABORATORY,ID_MENTAL HEALTH CENTER,ID_MULTIPLE_SCLEROSIS_CLINIC,ID_POLYCLINIC,ID_PROVINCE_HEALTHCARE_CENTER,ID_PSYCHIATRIC_RESIDENCE,ID_PUBLIC SOCIAL_SERVICE_COMPANY,ID_THERMAL_BATH,ID_TREATMENT_CENTER,FACILITIES_NAME_ITA,VAT_NUMBER (PARTITA_IVA),WEB_SITE,E_MAIL,ADDRESS,PHONE,FAX,ID_ASSISTANCE_TYPE,ASSISTANCE_TYPE_ITA,ASSISTANCE_TYPE,FACILITIES_RELATION_TYPE (INSIDE NHS -> TICKET VISIT OR OUTSIDE NHS -> FULL PRICE VISIT) SSN: SERVIZIO SANITARIO NAZIONALE -> NHS: National Health System,FACILITIES_RELATION_TYPE _ITA,UNIT_TYPE,UNIT_TYPE_ITA,LATITUDE_POINT,LONGITUDE_POINT,DECIMAL_DEGREE_LATITUDE_POINT,DECIMAL_DEGREE_LONGITUDE_POINT
STR042101081903S01,81903,42,101,STORO,22183,38089,POLYCLINIC,,,,,,,,,,,,,12,,,,,,CASA PER LA SALUTE DI STORO,1429410226,,,VIA DELLE SETTE PIEVI  22,465331441,465331443,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,14160.26.00,9583.53.00,"45,846926","10,574433"
STR042101091001S01,91001,42,101,RIVA DEL GARDA,22153,38066,POLYCLINIC,,,,,,,,,,,,,13,,,,,,POLIAMBULATORIO SPECIALISTICO,1429410226,www.apss.tn.it,stefania.rossi@apss.tn.it,VIA ROSMINI  5/B,464582729,464582682,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,14883.28.00,14016.41.00,"45,890308","10,840401"
STR042101100801S01,100801,42,101,ROVERETO,22161,38068,POLYCLINIC,,,,,,,,,,,,,14,,,,,,POLIAMBULATORIO ROVERETO,1429410226,www.apss.tn.it,silvano.zanoni@apss.tn.it,VIA S GIOVANNI BOSCO  6,464403631,464403621,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,14913.06.00,698.54.00,"45,892086","11,041274"
STR042101100801S02,100801,42,101,ROVERETO,22161,38068,POLYCLINIC,,,,,,,,,,,,,15,,,,,,POLIAMBULATORIO ROVERETO,1429410226,www.apss.tn.it,silvano.zanoni@apss.tn.it,VIA S GIOVANNI BOSCO  6,464403631,464403621,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,14913.06.00,698.54.00,"45,892086","11,041274"
STR042101110101S01,110101,42,101,POZZA DI FASSA,22145,38036,POLYCLINIC,,,,,,,,,,,,,16,,,,,,DISTRETTO LADINO DI FASSA-POLIAMBULATORIO POZZA DI FASSA,1429410226,www.apss.tn.it,marisa.murer@apss.tn.it,STRADA DI PRÉ DE GEJIA  4,462761000,462761042,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,7101.12.00,11324.33.00,"46,423312","11,678813"
STR042101050406S01,50406,42,101,MEZZOLOMBARDO,22117,38017,PROVINCE HEALTHCARE CENTER,,,,,,,,,,,,,,1,,,,,CENTRO SANITARIO TRENTINO,2129990228,www.centrosanitariotrentino.it,info@centrosanitariotrentino.it,VIA ALCIDE DEGASPERI  75,461606145,461607489,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,3561.09.00,1575.53.00,"46,210909","11,093893"
STR042101050406S02,50406,42,101,MEZZOLOMBARDO,22117,38017,PROVINCE HEALTHCARE CENTER,,,,,,,,,,,,,,2,,,,,CENTRO SANITARIO TRENTINO,2129990228,www.centrosanitariotrentino.it,info@centrosanitariotrentino.it,VIA ALCIDE DEGASPERI  75,461606145,461607489,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,3559.40.00,1573.21.00,"46,21082","11,093741"
STR042101051501S01,51501,42,101,TRENTO,22205,38123,PROVINCE HEALTHCARE CENTER,,,,,,,,,,,,,,3,,,,,CENTRO SERVIZI SANITARI,1429410226,www.apss.tn.it,,VIALE VERONA,461902229,461902272,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,53.31.00,32.30.00,"46,0451","11,129"
STR042101051501S02,51501,42,101,TRENTO,22205,38123,PROVINCE HEALTHCARE CENTER,,,,,,,,,,,,,,4,,,,,CENTRO SERVIZI SANITARI,1429410226,www.apss.tn.it,,VIALE VERONA,461902229,461902272,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,53.31.00,32.30.00,"46,0451","11,129"
STR042101051501S03,51501,42,101,TRENTO,22205,38123,PROVINCE HEALTHCARE CENTER,,,,,,,,,,,,,,5,,,,,CENTRO SERVIZI SANITARI,1429410226,www.apss.tn.it,,VIALE VERONA,461902229,461902272,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,53.31.00,32.30.00,"46,0451","11,129"
STR042101052400S01,52400,42,101,TRENTO,22205,38121,PROVINCE HEALTHCARE CENTER,,,,,,,,,,,,,,6,,,,,CST TRENTO,2237150228,www.csttrento.it,info@csttrento.it,VIA G B  TRENER  2/2,461830596,461426581,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1600.47.00,1924.49.00,"46,093287","11,114829"
STR042101052400S02,52400,42,101,TRENTO,22205,38121,PROVINCE HEALTHCARE CENTER,,,,,,,,,,,,,,7,,,,,CST TRENTO,2237150228,www.csttrento.it,info@csttrento.it,VIA G B  TRENER  2/2,461830596,461426581,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1600.47.00,1924.49.00,"46,093287","11,114829"
STR042101040501S05,40501,42,101,PERGINE VALSUGANA,22139,38057,PSYCHIATRIC RESIDENCE,,,,,,,,,,,,,,,1,,,,RESIDENZA PSICHIATRICA PERUSINI,1429410226,www.apss.tn.it,psichiatriapergine@apss.tn.it,VIA SAN PIETRO  2,461515313,461515318,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,8665.41.00,36509.27.00,"46,0517181","11,2189907"
STR042101040502S05,40502,42,101,PERGINE VALSUGANA,22139,38057,PSYCHIATRIC RESIDENCE,,,,,,,,,,,,,,,2,,,,RESIDENZE PSICHIATRICHE,1429410226,www.apss.tn.it,psichiatriapergine@apss.tn.it,VIA SAN PIETRO,461515317,461515317,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,51.49.00,56.33.00,"11,2449","46,0633"
STR042101040502S11,40502,42,101,PERGINE VALSUGANA,22139,38057,PSYCHIATRIC RESIDENCE,,,,,,,,,,,,,,,3,,,,RESIDENZE PSICHIATRICHE,1429410226,www.apss.tn.it,psichiatriapergine@apss.tn.it,VIA SAN PIETRO,461515317,461515317,S11,ASSISTENZA AI DISABILI PSICHICI,PSYCHIC DISABLE ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,51.49.00,56.33.00,"11,2449","46,0633"
STR042101040504S05,40504,42,101,PERGINE VALSUGANA,22139,38057,PSYCHIATRIC RESIDENCE,,,,,,,,,,,,,,,4,,,,RESIDENZA PER L'ESECUZIONE DELLE MISURE DI SICUREZZA - REMS PERGINE,1429410226,www.apss.tn.it,psichiatriapergine@apss.tn.it,VIA SAN PIETRO  2,461515138,461515137,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,51.49.00,56.33.00,"11,2449","46,0633"
STR042101050804S05,50804,42,101,TRENTO,22205,38122,PSYCHIATRIC RESIDENCE,,,,,,,,,,,,,,,5,,,,APP.TO DEL FARE INSIEME 'VIALE TRIESTE',,,,VIALE TRIESTE  29,461987110,,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1133.53.00,2279.57.00,"46,065273","11,136137"
STR042101050805S05,50805,42,101,TRENTO,22205,38122,PSYCHIATRIC RESIDENCE,,,,,,,,,,,,,,,6,,,,APP.TO DEL FARE INSIEME 'P.ZZA MOSTRA NORD',,,,PIAZZA MOSTRA  7,461232874,,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1226.42.00,2109.59.00,"46,070842","11,125939"
STR042101050806S05,50806,42,101,TRENTO,22205,38122,PSYCHIATRIC RESIDENCE,,,,,,,,,,,,,,,7,,,,APP.TO DEL FARE INSIEME 'P.ZZA MOSTRA SUD',,,,PIAZZA MOSTRA  7,461231535,,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1226.42.00,2109.59.00,"46,070842","11,125939"
STR042101010401S09,10401,42,101,PREDAZZO,22147,38037,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,1,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA -  RSA PREDAZZO,1065140228,www.upipa.tn.it,upipa.predazzo@mail.infotn.it,VIA E SOTTSASS  11,462501235,462502775,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,5272.01.00,10033.57.00,"46,313561","11,601377"
STR042101010601S09,10601,42,101,TESERO,22196,38038,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,2,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA TESERO,459310223,www.casadiriposogiovanelli.org,upipa.tesero@mail.infotn.it,VIA GIOVANELLI  12,462813027,462813027,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,527.59.00,8512.25.00,"46,28919","11,510085"
STR042101020301S09,20301,42,101,CANAL SAN BOVO,22038,38050,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,3,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CANAL S.BOVO,481180222,www.apspvalledelvanoi.it,info@apspvalledelvanoi.it,VIA DANOLI  15,439719009,439719448,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,2636.24.00,12245.29.00,"46,155424","11,734069"
STR042101020401S09,20401,42,101,PRIMIERO SAN MARTINO DI CASTROZZA,22245,38054,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,4,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA TRANSACQUA,374850220,www.apsp-primiero.net,segreteria@apsp-primiero.net,VIALE MARCONI  19,43962371,439765406,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,2969.52.00,13758.45.00,"46,175432","11,824865"
STR042101032001S09,32001,42,101,CASTELLO TESINO,22048,38053,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,5,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CASTELLO TESINO,1025950229,www.apspsuoragnese.it,info@apspsuoragnese.it,V OSPEDALE 12,461594166,461592959,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1121.22.00,10563.17.00,"46,064522","11,633137"
STR042101032101S09,32101,42,101,PIEVE TESINO,22142,38050,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,6,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA PIEVE TESINO,1007740226,www.piccolospedale.it,upipa.pievetesino@mail.infotn.it,VIA BATTAGLION FELTRE  19,461594179,461592034,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1130.03.00,10562.45.00,"46,065043","11,633105"
STR042101032201S09,32201,42,101,CASTEL IVANO,22240,38059,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,7,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA STRIGNO,1008300228,www.apspstrigno.it,segreteria@apspstrigno.it,VIA BORGO ALLOCCO  2,461762009,461781199,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,161.42.00,8763.25.00,"46,06942","11,525145"
STR042101032301S09,32301,42,101,RONCEGNO TERME,22156,38050,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,8,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA RONCEGNO,989210224,www.upipa.tn.it,upipa.roncegno@mail.infotn.it,VIA ALLE FONTI 1,461764607,461764323,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,134.42.00,6783.35.00,"46,05322","11,406355"
STR042101032401S09,32401,42,101,BORGO VALSUGANA,22022,38051,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,9,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA BORGO VALSUGANA,988390225,www.apspborgo.it,info@apspborgo.it,VIA PER TELVE  7,461754123,461752909,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1015.13.00,7827.29.00,"46,058153","11,468989"
STR042101032501S09,32501,42,101,GRIGNO,22095,38055,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,10,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA GRIGNO,1584010225,www.apspgrigno.it,info@apspgrigno.it,VIA VITTORIO EMANUELE  131,461765118,461765108,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,313.04.00,10564.54.00,"46,016024","11,633234"
STR042101040104S05,40104,42,101,PERGINE VALSUGANA,22139,38057,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,11,,,APSS - RSA PSICHIATRICA,1429410226,www.apss.tn.it,psichiatriapergine@apss.tn.it,VIA S  PIETRO  2,461515317,461515319,S05,ASSISTENZA PSICHIATRICA,PSYCHIATRIC ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,51.49.00,56.33.00,"11,2449","46,0633"
STR042101040104S09,40104,42,101,PERGINE VALSUGANA,22139,38057,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,12,,,APSS - RSA PSICHIATRICA,1429410226,www.apss.tn.it,psichiatriapergine@apss.tn.it,VIA S  PIETRO  2,461515317,461515319,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,56.33.00,51.49.00,"46,0633","11,2449"
STR042101040104S11,40104,42,101,PERGINE VALSUGANA,22139,38057,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,13,,,APSS - RSA PSICHIATRICA,1429410226,www.apss.tn.it,psichiatriapergine@apss.tn.it,VIA S  PIETRO  2,461515317,461515319,S11,ASSISTENZA AI DISABILI PSICHICI,PSYCHIC DISABLE ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,56.33.00,51.49.00,"46,0633","11,2449"
STR042101041201S09,41201,42,101,PERGINE VALSUGANA,22139,38057,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,14,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA PERGINE,358720225,www.apsp-pergine.it,amministrazione@apsp-pergine.it,VIA MARCONI  4,461706434,461706232,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1104.59.00,4061.05.00,"46,063539","11,243005"
STR042101041202S01,41202,42,101,PERGINE VALSUGANA,22139,38057,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,15,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA PERGINE - AMB. FKT,358720225,,amministrazione@casariposopergine.it,VIA PIVE  7,461531002,461532971,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1104.59.00,4061.05.00,"46,063539","11,243005"
STR042101041301S09,41301,42,101,LEVICO TERME,22104,38056,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,16,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA LEVICO TERME,619100225,www.apsplevicoterme.it,segreteria@apsplevicoterme.it,VIA C CAVOUR  65,461706225,461706232,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,202.51.00,5058.22.00,"46,009411","11,302842"
STR042101041401S09,41401,42,101,BASELGA DI PINÈ,22009,38042,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,17,,,RSA - SPES VILLA ALPINA - BASELGA DI PINE',251510228,www.gruppospes.it,villaalpina@gruppospes.it,VIA IV NOVEMBRE  29 MONTAGNAGA,461559500,461559599,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1776.28.00,3976.55.00,"46,103828","11,237955"
STR042101041601S09,41601,42,101,ALTOPIANO DELLA VIGOLANA,22236,38049,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,18,,,CASA SANTA MARIA - COOP. KALEIDOSCOPIO SCS,1522650223,www.casasantamaria.trentino.it,info@casasantamaria.trentino.it,VIA AL CASTELLO  39,461848568,461819434,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,138.08.00,350.57.00,"46,005528","11,20397"
STR042101050502S09,50502,42,101,TRENTO,22205,38122,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,19,,,RSAO S. CAMILLO,1008231001,www.sancamillo.com,direzione@sancamillo.com,VIA GIOVANELLI  19,461216111,461230334,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1137.14.00,2206.22.00,"46,065474","11,131722"
STR042101052000S09,52000,42,101,TRENTO,22205,38122,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,20,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - CIVICA TRENTO - S.BARTOLOMEO,260880224,www.civicatnapsp.it,segreteria@civicatnapsp.it,VIA DELLA MALPENSADA  156,461385000,461385001,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,7651.43.00,22106.57.00,"46,0456343","11,1325757"
STR042101052001S09,52001,42,101,TRENTO,22205,38122,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,21,,,"AZIENDA PUBBLICA SERVIZI ALLA PERSONA - ""BEATO DE TSCHIDERER"" -",833600224,www.iaps.it,iaps.tn@iaps.tn,VIA PIAVE  108,461273414,461273458,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1103.45.00,2127.37.00,"46,063465","11,126997"
STR042101052002S09,52002,42,101,CAVEDINE,22053,38073,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,22,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CAVEDINE,587400227,www.residenzavalledeilaghi.it,segreteria@residenzavalledeilaghi.it,VIA OSPEDALE  24,461568510,461568324,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,165831.16.00,16215.57.00,"45,9947176","10,972357"
STR042101052003S09,52003,42,101,TRENTO,22205,38123,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,23,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA POVO,358520229,www.apspgrazioli.it,info@rsagrazioli.it,VIA DELLA RESISTENZA  63   POVO,461810688,461811487,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1187.41.00,2690.26.00,"46,068501","11,160766"
STR042101052004S09,52004,42,101,MEZZOCORONA,22116,38016,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,24,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA MEZZOCORONA,375880226,www.upipa.tn.it,rsa@casacristiani.it,VIA B CRISTANI  38,461605303,461604262,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,3898.33.00,2001.23.00,"46,231153","11,119423"
STR042101052005S09,52005,42,101,MEZZOLOMBARDO,22117,38017,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,25,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA MEZZOLOMBARDO,1144840228,www.sangiovanni.tn.it,upipa.mezzolombardo@mail.infotn.it,VIA DAMIANO CHIESA  6,461613711,461613799,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,3595.28.00,171.31.00,"46,212968","11,09631"
STR042101052007S09,52007,42,101,TRENTO,22205,38122,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,26,,,RSA - SPES VIA VENETO - TRENTO,251510228,www.gruppospes.it,residenzaviaveneto@gruppospes.it,VIA VENETO  63,461369111,461369555,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1038.32.00,2098.09.00,"46,059552","11,125229"
STR042101052008S09,52008,42,101,TRENTO,22205,38123,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,27,,,RSA - SPES VILLA BELFONTE - TRENTO,251510228,www.gruppospes.it,villabelfonte@gruppospes.it,VIA VILLA BELFONTE  12,461920294,461917256,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,797.04.00,2511.21.00,"46,045064","11,150021"
STR042101052009S09,52009,42,101,LAVIS,22103,38015,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,28,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA LAVIS,322440223,www.rsalavis.it,info@rsalavis.it,VIA ORTI  50,461246308,461246967,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,2317.01.00,1864.05.00,"46,136261","11,111185"
